NOUN, ADJ, 
creatures, missing, Why mojang why. I played a new server and encounter my animal, pig, dog and cat are disappear. but I ignore it and find a new one. I played for quite a long time now and suddenly today, all a living creatures in my home missing including villager. what the actual f mojang. my only one parrot and axoloth that hard to find disappear although i have nametag on it. i played alone and this make me really sad for all my creatures friend disappear. I think I want to uninstall minecraft😢
game, Nice, Nice game no lag
gamr, Good, Good gamr
finger, pinky, Bruh I spent $6 on a game that keeps going small like I can't play it anymore because the game keeps going small like the play button it's small my inventory slot it's so damn small I have to use my pinky finger to get the stuff out of my inventory I'm not playing this game for a while fix it please then I'll give you a five star >:/
star, obvious, cmon now, obvious 5 star. I don't play it anymore because ofcourse the console and pc edition is a million times better.
game, Good, Good game
terraria, bad, bad terraria
game, best, This game is a best game ever. And now it is also free. Thank you so much Mojang. But make the process of multiplayer easy. It is very hard to play multiplayer.
ores, new, There is a glitch that appears when I leave the world and rejoin it, my inventory disappears and in the village and pillage can you add emeralds tools and new ores please and fix this glitch please.
game, Best, Best game ever
game, good, Mojang it's a good game but my world's have been corrupted ALL OF THEM CORRUPTED and my plane world I made so much progress in plz fix this and prevent it from happening again 😊😊😊
progress, much, Mojang it's a good game but my world's have been corrupted ALL OF THEM CORRUPTED and my plane world I made so much progress in plz fix this and prevent it from happening again 😊😊😊
game, Good, Good game but weapons are kind of limited so can you add like more weapons to the game like spears and mace and you can add special kinds of sword , axe and shield
weapons, more, Good game but weapons are kind of limited so can you add like more weapons to the game like spears and mace and you can add special kinds of sword , axe and shield
kinds, special, Good game but weapons are kind of limited so can you add like more weapons to the game like spears and mace and you can add special kinds of sword , axe and shield
creation, own, I can make my own creation and I can build my imagination plus do what ever I want I love this game
game, cool, This is a cool game
game, best, Honestly best game
game, Awesome, Awesome game
dragons, only, If only dragons were added
game, fun, It's a fun game and there is no ads
time, same, It is fun and awsome at the same time!
game, Nice, Nice game
game, worst, I change my mind worst game ever created the loading screen takes forever fix it I hate minecraft now I wish I could rate this 0 :( Why loading take forever
game, Best, Best game and the hive is so cool you can make Friends and everything looks great and updates too you need to download this now😭♥️♥️♥️👁️👄👁️
Minecraft, bove, I love this game will all was be my favri t no Ather game will be a bove Minecraft
account, live, I love minecraft but I'm really upset about how you cant play with friends. like me and my friend tried to join each others worlds and it says you need and xbox live account to have friends but when I make an xbox live account it tells me an error has occured. this happened with my friend too. please fix this and bring minecraft back the way it used to be. Edit: it's still extremely inconvenient to play with friends on mobile. Barely works.
account, live, I love minecraft but I'm really upset about how you cant play with friends. like me and my friend tried to join each others worlds and it says you need and xbox live account to have friends but when I make an xbox live account it tells me an error has occured. this happened with my friend too. please fix this and bring minecraft back the way it used to be. Edit: it's still extremely inconvenient to play with friends on mobile. Barely works.
mode, hardcore, No Hardcore mode. No hardcore mode. No Hardcore mode. No hardcore mode. No hardcore mode. Why. Why. Why. Why. Please add. Please add. Please add. Also add the ability to go back to old versions like in the official windows minecraft.
mode, hardcore, No Hardcore mode. No hardcore mode. No Hardcore mode. No hardcore mode. No hardcore mode. Why. Why. Why. Why. Please add. Please add. Please add. Also add the ability to go back to old versions like in the official windows minecraft.
mode, hardcore, No Hardcore mode. No hardcore mode. No Hardcore mode. No hardcore mode. No hardcore mode. Why. Why. Why. Why. Please add. Please add. Please add. Also add the ability to go back to old versions like in the official windows minecraft.
versions, old, No Hardcore mode. No hardcore mode. No Hardcore mode. No hardcore mode. No hardcore mode. Why. Why. Why. Why. Please add. Please add. Please add. Also add the ability to go back to old versions like in the official windows minecraft.
minecraft, official, No Hardcore mode. No hardcore mode. No Hardcore mode. No hardcore mode. No hardcore mode. Why. Why. Why. Why. Please add. Please add. Please add. Also add the ability to go back to old versions like in the official windows minecraft.
button, right, why the right mouse button does not work
features, amazing, I love this sandbox game and I hope it comes out with more amazing features, BTW mojang needs to add things to bedrock that it has in Java such as banner map, banner shield, building above the nether ect.
mojang, BTW, I love this sandbox game and I hope it comes out with more amazing features, BTW mojang needs to add things to bedrock that it has in Java such as banner map, banner shield, building above the nether ect.
game, good, i made like a total of 30 worlds on minecraft and it was awesome and i have 2 problims 1 i cant update minecraft 2 when i go in minecraft i go in the marketplace i search music for minecraft and it wont show up Also you should add emareld tools plz cause me and my sister get emeralds but we cant use them for anything so plz make some then i will rate 5 stars but still good game
game, Best, Best game ever.
mods, many, Super app...but I want many mods but there is some missing..maily my fav dragon world mod ....if I want I can download from web but also Minecraft craft not support in that mods.....pls provide mods for less coins 🙏🙏
coins, less, Super app...but I want many mods but there is some missing..maily my fav dragon world mod ....if I want I can download from web but also Minecraft craft not support in that mods.....pls provide mods for less coins 🙏🙏
game, overall, It was an overall great game but sometimes fails to load or create worlds and struggles to sign in with the Microsoft account.
game, great, It was an overall great game but sometimes fails to load or create worlds and struggles to sign in with the Microsoft account.
game, Best, Best game
experience, Amazing, It's a Amazing experience in the Minecraft world! So many blocks and stuff to see! The only reason I gave it four stars is because it takes up so much space,
blocks, many, It's a Amazing experience in the Minecraft world! So many blocks and stuff to see! The only reason I gave it four stars is because it takes up so much space,
reason, only, It's a Amazing experience in the Minecraft world! So many blocks and stuff to see! The only reason I gave it four stars is because it takes up so much space,
space, much, It's a Amazing experience in the Minecraft world! So many blocks and stuff to see! The only reason I gave it four stars is because it takes up so much space,
game, amazing, Right now it is letting me walk though trees in survival but otherwise I love it it is amazing game but the updates are so big that I only have this game and I have nothing to delete so I wish updates were smaller
grade, 3rd, This game is the best when I got it in 3rd grade in the better together opdate. But now that I have java, bedrock is bugger the ever. Please fix your bugs. I found a lot and dumped them all into the bug tracker but even after the new bugfix a lot are still there. But still good game but beter to play on windows 10 Xbox or PS4 because phone is as laggy as ever and I have to turn my render distens down
bugfix, new, This game is the best when I got it in 3rd grade in the better together opdate. But now that I have java, bedrock is bugger the ever. Please fix your bugs. I found a lot and dumped them all into the bug tracker but even after the new bugfix a lot are still there. But still good game but beter to play on windows 10 Xbox or PS4 because phone is as laggy as ever and I have to turn my render distens down
game, good, This game is the best when I got it in 3rd grade in the better together opdate. But now that I have java, bedrock is bugger the ever. Please fix your bugs. I found a lot and dumped them all into the bug tracker but even after the new bugfix a lot are still there. But still good game but beter to play on windows 10 Xbox or PS4 because phone is as laggy as ever and I have to turn my render distens down
things, more, Add more things
👌, best, There is so much to say all I can say is it is the 👌 best 👌
game, incredible, It is an incredible game with so much interactive mods!!!
mods, much, It is an incredible game with so much interactive mods!!!
mods, interactive, It is an incredible game with so much interactive mods!!!
game, good, It does not save any of my progress and it won't let me sign into my account or it will not let me make an account anytime that I try it'll just say sorry this account has already been used or sorry you're not allowed to use this username or this is wrong or something is just going on bad about it and there's nothing that I can do and it's so stupid and I regret buying this for $7 it was not worth it and it will not give you back your money which is stupid it's just not a good game
update, new, In my opinion I think this game is great! I dont really have any problem with this game now that they new update is here. This game is fun to play with friend and family. 10/10 recommend to anyone who is looking forward to playing this awesome game. You can also make new worlds in creative or you can grind in a world on survival or you can join someone else's world this guns is very fun!
game, awesome, In my opinion I think this game is great! I dont really have any problem with this game now that they new update is here. This game is fun to play with friend and family. 10/10 recommend to anyone who is looking forward to playing this awesome game. You can also make new worlds in creative or you can grind in a world on survival or you can join someone else's world this guns is very fun!
worlds, new, In my opinion I think this game is great! I dont really have any problem with this game now that they new update is here. This game is fun to play with friend and family. 10/10 recommend to anyone who is looking forward to playing this awesome game. You can also make new worlds in creative or you can grind in a world on survival or you can join someone else's world this guns is very fun!
game, Great, Great block game
game, best, The best game ...
agents, sims, They should redo my sims agents and make them into minecraft character
app, Amazing, Amazing app this is one of my favorite games to play with my friends and family.
games, favorite, Amazing app this is one of my favorite games to play with my friends and family.
fun, so, I love this game its so so fun i can build anything i want with my friends and i have so much fun. It has a lot of glitches, witch some glitches are good some are bad. For instance, when you could glitch pistons so they have no head, but, however it can be used for a glitch to break bedrock. Its very good if you are on Java Edition, but i play on Bedrock Edition so its usless... for me. And I've only found diamonds 2 times in my life, so its realy hard to find diamonds. Ok bye.
fun, much, I love this game its so so fun i can build anything i want with my friends and i have so much fun. It has a lot of glitches, witch some glitches are good some are bad. For instance, when you could glitch pistons so they have no head, but, however it can be used for a glitch to break bedrock. Its very good if you are on Java Edition, but i play on Bedrock Edition so its usless... for me. And I've only found diamonds 2 times in my life, so its realy hard to find diamonds. Ok bye.
realy, hard, I love this game its so so fun i can build anything i want with my friends and i have so much fun. It has a lot of glitches, witch some glitches are good some are bad. For instance, when you could glitch pistons so they have no head, but, however it can be used for a glitch to break bedrock. Its very good if you are on Java Edition, but i play on Bedrock Edition so its usless... for me. And I've only found diamonds 2 times in my life, so its realy hard to find diamonds. Ok bye.
game, Good, Good game
game, Best, Best game ever.
home, mod, I love it so much so fun please fix this glitch well you have seven worlds and you add the mod Japanese home and then everything disappears except for the Japanese home
home, Japanese, I love it so much so fun please fix this glitch well you have seven worlds and you add the mod Japanese home and then everything disappears except for the Japanese home
home, Japanese, I love it so much so fun please fix this glitch well you have seven worlds and you add the mod Japanese home and then everything disappears except for the Japanese home
game, good, its a good game but recently ive been having trouble with logging into my Microsoft account. the game crashes and sometimes trys logging me into an account that isnt even mine?
time, second, I enjoy the app but I am poor and can not buy the app a second time and I have recently switched phones from android to iPhone and can to reinstall it
game, best, I love Minecraft and the best game ever.
experience, best, It is the best experience ever never could have a better game but i would also like to have it free on mobile to buy or get mods like skybkock because computers and console get it easy and i would like it to be free over all i love the game
game, better, It is the best experience ever never could have a better game but i would also like to have it free on mobile to buy or get mods like skybkock because computers and console get it easy and i would like it to be free over all i love the game
game, best, It is the best game ever I love it the only way it is a 4 because if you don't have wifi it lags but I love it
way, only, It is the best game ever I love it the only way it is a 4 because if you don't have wifi it lags but I love it
game, favorite, This is my favorite game when I was little. AND I STILL PLAY IT ALOT!! LOVE THE game it's so cool 😎 Even my dad likes it 😂 we play it on my Playstation 😁 with my friends on my computer, it's just so much fun! There are so many updates!! Keep up the work 💪!!!
😎, cool, This is my favorite game when I was little. AND I STILL PLAY IT ALOT!! LOVE THE game it's so cool 😎 Even my dad likes it 😂 we play it on my Playstation 😁 with my friends on my computer, it's just so much fun! There are so many updates!! Keep up the work 💪!!!
fun, much, This is my favorite game when I was little. AND I STILL PLAY IT ALOT!! LOVE THE game it's so cool 😎 Even my dad likes it 😂 we play it on my Playstation 😁 with my friends on my computer, it's just so much fun! There are so many updates!! Keep up the work 💪!!!
updates, many, This is my favorite game when I was little. AND I STILL PLAY IT ALOT!! LOVE THE game it's so cool 😎 Even my dad likes it 😂 we play it on my Playstation 😁 with my friends on my computer, it's just so much fun! There are so many updates!! Keep up the work 💪!!!
game, Best, Best game ever! I've been playing since 2019
